A,B
"Polygon ((100.41006018 38.57533434, 100.41020166 38.57524112, 100.41043128 38.57510557, 100.41041252 38.57507852, 100.41032296 38.57496275, 100.41019605 38.5747987, 100.41017151 38.57478589, 100.41011456 38.57482352, 100.41008739 38.57475354, 100.40999082 38.57462838, 100.40992074 38.57453747, 100.40990685 38.57452384, 100.40983811 38.5745664, 100.40976145 38.57462071, 100.4097147 38.57465177, 100.40969499 38.57469968, 100.40964691 38.57472504, 100.40959285 38.57475525, 100.40959102 38.57478578, 100.40959416 38.57482197, 100.40955499 38.5748682, 100.40952039 38.57490007, 100.40949639 38.57491466, 100.40946375 38.57492268, 100.4094213 38.5749251, 100.40938782 38.57490647, 100.40946882 38.57487114, 100.40953466 38.57482268, 100.4095243 38.57478944, 100.40952496 38.57476083, 100.40956052 38.57471655, 100.40971143 38.57460892, 100.40979243 38.57452786, 100.4098375 38.57447293, 100.40978527 38.57444139, 100.40976782 38.57441755, 100.40944164 38.57469347, 100.40923287 38.57488064, 100.40912477 38.57497757, 100.40908727 38.57500944, 100.40918831 38.5751373, 100.40922948 38.57518567, 100.40924833 38.57517948, 100.40927082 38.5751741, 100.4092929 38.57516881, 100.40933879 38.57514741, 100.4093598 38.57513524, 100.40938548 38.57512897, 100.40939918 38.57513059, 100.40940695 38.57514003, 100.40942919 38.57515168, 100.40942665 38.57516533, 100.40942507 38.57517378, 100.40941581 38.57520487, 100.40939755 38.57524144, 100.40936314 38.57526747, 100.4094654 38.57541222, 100.40956137 38.57554572, 100.40957809 38.57556706, 100.40960295 38.57555149, 100.4096294 38.57553782, 100.40967784 38.57553057, 100.40972991 38.57552327, 100.40978017 38.5755046, 100.40979622 38.57549864, 100.40984789 38.57547036, 100.40991352 38.57541047, 100.40997112 38.57537545, 100.41006018 38.57533434),(100.40953636 38.57513708, 100.40959207 38.57511881, 100.40968141 38.57509199, 100.4097298 38.57508283, 100.40982073 38.57504898, 100.40993558 38.57520357, 100.40970281 38.57533269, 100.40961738 38.57523362, 100.40953636 38.57513708))",248
"Polygon ((100.41957517 38.57483014, 100.41953544 38.57478582, 100.41951977 38.57479173, 100.41950482 38.57477285, 100.41948227 38.57473785, 100.41946931 38.57469606, 100.41946585 38.57464367, 100.41945723 38.57463805, 100.41943394 38.57462689, 100.4193947 38.57460735, 100.41933263 38.57458212, 100.4192758 38.57453324, 100.41919411 38.57447304, 100.41921941 38.57446273, 100.41923352 38.57443968, 100.41923516 38.57439955, 100.41922567 38.57434914, 100.41921458 38.5743407, 100.41915067 38.57424042, 100.41910077 38.57417334, 100.41908372 38.57415462, 100.41907843 38.57414882, 100.41902732 38.57408175, 100.41896728 38.57399287, 100.41895694 38.573985, 100.41895249 38.57398161, 100.41893114 38.57394564, 100.41887254 38.57386818, 100.41884646 38.57383894, 100.41884623 38.57382751, 100.41881999 38.57378969, 100.41881369 38.57377833, 100.41879285 38.57376708, 100.41877338 38.57378168, 100.41851545 38.57396164, 100.4185634 38.57399286, 100.41860193 38.57400953, 100.41858866 38.57402664, 100.41854454 38.5740062, 100.41852014 38.57400077, 100.41849658 38.57397481, 100.41846191 38.573999, 100.41816722 38.57420467, 100.41815452 38.57421714, 100.4182015 38.57429632, 100.41821806 38.5743047, 100.41821333 38.57434194, 100.41831953 38.57455515, 100.4183478 38.57460343, 100.41838619 38.57461011, 100.41842612 38.57460248, 100.41847293 38.57457474, 100.41850588 38.57458292, 100.41856601 38.57458362, 100.41863322 38.57457422, 100.41865676 38.57457689, 100.41867886 38.57457939, 100.41874084 38.5745815, 100.41880626 38.57457356, 100.4188988 38.57455528, 100.41892066 38.57455501, 100.41893048 38.57459112, 100.41888512 38.57460025, 100.41886527 38.57460049, 100.4188578 38.57460058, 100.41875587 38.57460467, 100.41865775 38.5746173, 100.41849163 38.57463743, 100.41847546 38.57462326, 100.41844518 38.5746272, 100.41837411 38.57464118, 100.41838569 38.57468989, 100.41842791 38.57475254, 100.41847839 38.57474812, 100.41848412 38.57483486, 100.41854457 38.57494471, 100.41855286 38.57496242, 100.41858007 38.57502055, 100.41866327 38.57517589, 100.4186913 38.57524228, 100.41872354 38.57527621, 100.4187532 38.57530254, 100.418776 38.57534993, 100.41887108 38.57549178, 100.41888094 38.57549929, 100.41920897 38.57538281, 100.41925873 38.57535784, 100.41929977 38.57533725, 100.41951861 38.57522591, 100.41956414 38.57519485, 100.41965529 38.57513655, 100.41971502 38.57508625, 100.41973134 38.57505173, 100.41973089 38.57502941, 100.41971161 38.5749753, 100.41967565 38.5749376, 100.4196473 38.57491602, 100.41963372 38.57490475, 100.41957517 38.57483014))",249
"Polygon ((100.41235218 38.57551066, 100.41225792 38.57543591, 100.4122529 38.575494, 100.41222496 38.57555535, 100.41220844 38.57561284, 100.41235218 38.57551066))",250
"Polygon ((100.40445669 38.57552984, 100.40434311 38.57540613, 100.4041302 38.57517422, 100.40410879 38.57515177, 100.40394832 38.57498349, 100.40394145 38.57497629, 100.40391559 38.57494901, 100.4037888 38.57481527, 100.40368461 38.57470539, 100.40367736 38.57469775, 100.40361036 38.57461574, 100.40348703 38.57446479, 100.40340578 38.57437772, 100.40330772 38.57427263, 100.40328052 38.57424348, 100.40316316 38.57411899, 100.40308989 38.57404127, 100.40304524 38.57399391, 100.4029283 38.57386224, 100.40284147 38.57376448, 100.40270908 38.57361541, 100.4027074 38.57361343, 100.40258601 38.57347028, 100.40250451 38.57337416, 100.40244621 38.57330539, 100.4024127 38.57326862, 100.40218465 38.57348442, 100.40195166 38.57372745, 100.40189093 38.57379277, 100.40176074 38.57393279, 100.4015596 38.57413442, 100.4015088 38.57418534, 100.40140842 38.57428369, 100.40152206 38.57434876, 100.40160062 38.57436069, 100.40162611 38.57436039, 100.40173697 38.57444057, 100.402019 38.57461165, 100.40209733 38.57467953, 100.40213943 38.57471603, 100.40223077 38.57472923, 100.40241568 38.57477707, 100.40247598 38.57478635, 100.40250514 38.57478743, 100.40254305 38.57476982, 100.40257973 38.57478225, 100.40259665 38.57480922, 100.40259364 38.57484214, 100.40259117 38.57490223, 100.40262089 38.5749319, 100.40269382 38.57497968, 100.40276666 38.5750274, 100.40295977 38.57512232, 100.40301844 38.57514164, 100.40306982 38.57520101, 100.40310416 38.57524071, 100.40317813 38.57528562, 100.40329588 38.5753571, 100.40336197 38.57538348, 100.40341146 38.57549299, 100.40345393 38.57552251, 100.4034926 38.5755435, 100.40353852 38.57556297, 100.40360242 38.57557078, 100.40362577 38.57555334, 100.40368346 38.57552262, 100.40384005 38.57565885, 100.40385208 38.57566932, 100.40394324 38.57576689, 100.40399794 38.5757691, 100.40445669 38.57552984))",251
"Polygon ((100.42644991 38.57524971, 100.42651281 38.57523751, 100.42654196 38.57523715, 100.42655387 38.57522556, 100.42656787 38.57519679, 100.42655703 38.57513973, 100.42653741 38.57513043, 100.4265153 38.57511736, 100.42650714 38.5750736, 100.42649208 38.575049, 100.42647467 38.57502824, 100.42644267 38.57500388, 100.42639759 38.57493766, 100.42637412 38.57491818, 100.42637043 38.57491511, 100.42634524 38.57486966, 100.4263158 38.57485476, 100.42627888 38.57483043, 100.42627766 38.5748297, 100.42625677 38.57481735, 100.42621394 38.5747397, 100.42618693 38.57472477, 100.42615609 38.57463935, 100.42615346 38.57463346, 100.42614847 38.57462228, 100.42614529 38.57458419, 100.42613968 38.57454613, 100.42612466 38.57452343, 100.42612487 38.57451404, 100.42612595 38.57446621, 100.42610297 38.57440929, 100.4260829 38.57437713, 100.42608527 38.57425126, 100.42608512 38.57424383, 100.42608497 38.57423601, 100.42607166 38.57417706, 100.42605152 38.57414108, 100.42601229 38.57412249, 100.42604493 38.57405346, 100.42604634 38.57400196, 100.42603341 38.57396208, 100.42603562 38.57395582, 100.42604491 38.57392953, 100.42599704 38.5738424, 100.42597484 38.57382551, 100.42592519 38.57377083, 100.42589618 38.57374536, 100.42589306 38.57374262, 100.42583331 38.57366899, 100.42575915 38.57360316, 100.42571674 38.57354647, 100.42567773 38.57353932, 100.42565983 38.57349378, 100.42562729 38.5734446, 100.42561014 38.57343719, 100.42557136 38.57344147, 100.425542 38.57343039, 100.42551217 38.57351846, 100.42549605 38.57368644, 100.42542411 38.57373308, 100.42541588 38.5737431, 100.42538617 38.5737793, 100.42536529 38.57382913, 100.42538289 38.57385942, 100.42549009 38.5739992, 100.42556092 38.57401931, 100.42555728 38.57408037, 100.4255748 38.57410685, 100.42561399 38.57412353, 100.42567253 38.57413617, 100.42561437 38.5741426, 100.42567718 38.5742486, 100.42570241 38.57428782, 100.42576238 38.57438103, 100.42576351 38.57443822, 100.42585816 38.57455718, 100.42587619 38.57459235, 100.42590868 38.57465571, 100.42592135 38.57468527, 100.42596425 38.5747853, 100.42596724 38.57479228, 100.42597293 38.57483416, 100.42598991 38.57490364, 100.42601521 38.57500714, 100.42601942 38.57502707, 100.42603932 38.57512125, 100.42607893 38.5751589, 100.42610875 38.57519286, 100.42613344 38.57521353, 100.42617981 38.5752244, 100.42619225 38.57523951, 100.42618677 38.57533109, 100.42625157 38.57541419, 100.4263823 38.57551556, 100.42642335 38.57550362, 100.42644468 38.57547667, 100.42647325 38.57544772, 100.42649936 38.57541689, 100.42649898 38.57539783, 100.42648359 38.57535607, 100.42644895 38.57532408, 100.42644991 38.57524971))",252
"Polygon ((100.41393533 38.57567591, 100.41398009 38.57566679, 100.41400807 38.57566932, 100.41403825 38.57566702, 100.41405022 38.57561782, 100.41403656 38.57554374, 100.41401247 38.5755285, 100.41396614 38.57553478, 100.41393736 38.57555372, 100.41388839 38.57556432, 100.41383573 38.57557282, 100.41380562 38.57557032, 100.41376266 38.57556226, 100.41371697 38.57555495, 100.41367682 38.57555115, 100.4136324 38.57556169, 100.4135833 38.57556586, 100.4135493 38.57555054, 100.41351857 38.57551659, 100.41351811 38.575493, 100.41355162 38.57552978, 100.41356902 38.57553457, 100.41362814 38.57553028, 100.4136682 38.5755298, 100.41373017 38.5755312, 100.4137812 38.57553273, 100.41386041 38.57553105, 100.4138747 38.57553008, 100.41391135 38.57552758, 100.41397016 38.57550756, 100.41399245 38.57548298, 100.41401884 38.57544763, 100.4140176 38.5754409, 100.41400038 38.57530573, 100.41392335 38.57521705, 100.41383487 38.57525957, 100.4137868 38.57528797, 100.41376404 38.57530142, 100.41366017 38.57533032, 100.41358161 38.57534938, 100.41353162 38.5753395, 100.41350795 38.57530928, 100.41350469 38.57526642, 100.41350203 38.57513108, 100.41347147 38.57505899, 100.41342965 38.57503185, 100.41335197 38.57503375, 100.41337924 38.57518595, 100.41337678 38.57538286, 100.41338503 38.57541901, 100.41350567 38.57541593, 100.41351042 38.57544538, 100.41348442 38.57544694, 100.41346077 38.57544865, 100.41344074 38.57544889, 100.41339092 38.57544479, 100.41340301 38.57549776, 100.4135313 38.57563313, 100.41356676 38.57564509, 100.4136078 38.57563221, 100.41364575 38.57558599, 100.41369166 38.57557399, 100.41373933 38.57558962, 100.41389265 38.5756669, 100.41393533 38.57567591))",253
"Polygon ((100.41469218 38.57532168, 100.4146011 38.57525986, 100.41453094 38.57527406, 100.41448532 38.57530685, 100.41450045 38.57532393, 100.41452525 38.57533436, 100.41455555 38.57534686, 100.41457676 38.57536019, 100.41459214 38.57540147, 100.41460322 38.57545568, 100.41463438 38.57551179, 100.41469199 38.57556972, 100.41478505 38.57567084, 100.4148126 38.57568195, 100.41484265 38.57568158, 100.4148632 38.57566131, 100.4148827 38.57563391, 100.41489604 38.57556221, 100.41469218 38.57532168))",254
"Polygon ((100.40800406 38.57554872, 100.40798849 38.57551384, 100.40763581 38.57564622, 100.40755555 38.57567635, 100.40753373 38.57568454, 100.40736133 38.57575233, 100.40739278 38.57577558, 100.40744437 38.57575923, 100.40754468 38.5757187, 100.40757581 38.57571292, 100.40759823 38.57570876, 100.4076765 38.57570567, 100.40779764 38.57565917, 100.40788339 38.57561953, 100.4078832 38.57560952, 100.40796906 38.5755756, 100.40800406 38.57554872))",255
"Polygon ((100.41400212 38.57574384, 100.41401775 38.57570504, 100.41399402 38.57570247, 100.41393137 38.57571252, 100.41390571 38.57570425, 100.4138754 38.57569175, 100.41385596 38.57567554, 100.41381918 38.57565811, 100.41371889 38.57560641, 100.41369057 38.57560174, 100.41363586 38.5756453, 100.41361584 38.57564626, 100.41360432 38.57566284, 100.41362499 38.57569477, 100.41364061 38.57570173, 100.41367888 38.5757027, 100.41375375 38.57571181, 100.41379956 38.57572555, 100.41387101 38.57574614, 100.41393168 38.57577472, 100.41397166 38.57576995, 100.41400212 38.57574384))",256
"Polygon ((100.42903977 38.57516818, 100.42900297 38.57514956, 100.42896953 38.57514758, 100.4289453 38.57515026, 100.42884822 38.57515383, 100.42876725 38.57511288, 100.42875551 38.57507155, 100.42874071 38.57506029, 100.42871487 38.57504345, 100.42868363 38.57502953, 100.42866639 38.57498684, 100.42864565 38.57495134, 100.42862698 38.57492869, 100.42860496 38.57492038, 100.42856837 38.57491225, 100.42856265 38.57489944, 100.42859993 38.57485037, 100.42861006 38.57481021, 100.42859871 38.57478889, 100.42856738 38.57477069, 100.42853614 38.57475677, 100.42851594 38.57474844, 100.42849403 38.57474584, 100.42845698 38.57471484, 100.4284326 38.57467938, 100.42844305 38.57465495, 100.42846624 38.57463035, 100.42846388 38.57460321, 100.42843799 38.57458351, 100.4284144 38.57458809, 100.42839963 38.57457826, 100.42837715 38.57454707, 100.42833817 38.57451037, 100.42828106 38.57447818, 100.42825176 38.57446995, 100.42817584 38.57440796, 100.42815561 38.5743982, 100.42813538 38.57438843, 100.42805554 38.57431219, 100.42798512 38.57425156, 100.42801016 38.57422837, 100.42801341 38.57420831, 100.42802033 38.57418964, 100.42800883 38.57416118, 100.4279902 38.57413996, 100.42794166 38.57408049, 100.42797228 38.57406296, 100.42795168 38.57403461, 100.42790127 38.5739723, 100.42788445 38.57395106, 100.42786604 38.57394127, 100.42785466 38.57391853, 100.42783395 38.57388447, 100.42781716 38.57386465, 100.42778026 38.57384079, 100.42770852 38.57380592, 100.42768465 38.5737962, 100.4276591 38.57379365, 100.42763363 38.57379539, 100.42761186 38.57379995, 100.42757917 38.57380463, 100.42753793 38.57383803, 100.42745731 38.57390622, 100.42739633 38.57395415, 100.42735893 38.57399751, 100.42749064 38.57411745, 100.42790218 38.57447851, 100.4282952 38.57482406, 100.42834463 38.57486728, 100.42870487 38.57518228, 100.42880163 38.5752545, 100.42894091 38.57538865, 100.42922171 38.5756164, 100.42924902 38.57561607, 100.42927109 38.57550378, 100.42926431 38.57546812, 100.4292175 38.57540434, 100.42917757 38.57538099, 100.42912849 38.57535538, 100.42910093 38.5753438, 100.42907931 38.57532499, 100.42909055 38.57527957, 100.42909577 38.57523661, 100.4290798 38.57519629, 100.42903977 38.57516818))",257
"Polygon ((100.41945355 38.57549935, 100.41932605 38.57536495, 100.41901169 38.57547863, 100.41894669 38.57550802, 100.41892836 38.57556354, 100.41904301 38.57574266, 100.41925934 38.57562755, 100.41936016 38.57556722, 100.41941743 38.57551504, 100.41945355 38.57549935))",258
"Polygon ((100.41001337 38.5758591, 100.41008131 38.5758404, 100.41014825 38.57584794, 100.41017559 38.5758488, 100.41019958 38.57583302, 100.41022746 38.57578383, 100.41042135 38.57560751, 100.41043665 38.5755898, 100.4105119 38.57550274, 100.41057861 38.5754209, 100.41059171 38.57539215, 100.4105125 38.57522269, 100.4104542 38.57513863, 100.41042675 38.57513831, 100.41038944 38.57515591, 100.41016635 38.57531337, 100.41016544 38.57531401, 100.40998868 38.57540384, 100.40984855 38.57550372, 100.40974975 38.575544, 100.40970394 38.57555589, 100.40968813 38.57556, 100.40963842 38.57556441, 100.40960305 38.57559894, 100.40969682 38.57571867, 100.40979078 38.57582717, 100.40981807 38.57586438, 100.40985181 38.57592058, 100.40990238 38.57594499, 100.40991968 38.57594879, 100.40994913 38.5759123, 100.40999097 38.57587843, 100.41001337 38.5758591))",259
"Polygon ((100.41285696 38.57539837, 100.4127713 38.57536508, 100.41268232 38.57541001, 100.41249951 38.57556284, 100.41238764 38.57569503, 100.41245045 38.57575046, 100.41249054 38.57578215, 100.41249964 38.57578989, 100.4126866 38.575949, 100.41274072 38.57599959, 100.41278018 38.57599912, 100.4128315 38.57590674, 100.41291225 38.57576634, 100.41298096 38.57563953, 100.41297597 38.57558378, 100.4129229 38.5754786, 100.41289455 38.5754441, 100.41285696 38.57539837))",260
"Polygon ((100.40909332 38.57506945, 100.40905486 38.57503699, 100.4090531 38.57503849, 100.40896338 38.57510821, 100.40882639 38.57518279, 100.40877007 38.57520917, 100.40855382 38.57531048, 100.4084325 38.57534769, 100.40842553 38.5753503, 100.40848167 38.57541561, 100.40853458 38.57547715, 100.40865208 38.57562023, 100.40869039 38.57566689, 100.40883463 38.57582388, 100.40885621 38.5758558, 100.40900331 38.57601919, 100.40902339 38.57604296, 100.409058 38.57604588, 100.409099 38.57603109, 100.40914933 38.57599617, 100.4092482 38.57589774, 100.40944951 38.57569702, 100.40953619 38.57559321, 100.40951266 38.57555417, 100.40944649 38.57547775, 100.40927537 38.57527331, 100.40920659 38.57524428, 100.40921851 38.57523025, 100.40919656 38.57517903, 100.40909332 38.57506945))",261
"Polygon ((100.42282988 38.57522728, 100.42280048 38.57519811, 100.42255937 38.57535998, 100.42246014 38.57542661, 100.42231476 38.57552132, 100.42236945 38.57555427, 100.42240986 38.57557093, 100.42243967 38.57560489, 100.42245158 38.5756548, 100.42240987 38.57566388, 100.42234476 38.57568755, 100.42234364 38.57572332, 100.4223346 38.57581923, 100.42231475 38.57592101, 100.42234085 38.57592342, 100.42235834 38.57586817, 100.42238665 38.57582588, 100.42244059 38.57578995, 100.42252733 38.57575458, 100.42255122 38.57574136, 100.42258019 38.57572534, 100.42273706 38.57561284, 100.42277152 38.57558705, 100.4228316 38.5755421, 100.4229956 38.57542189, 100.42298663 38.57539817, 100.42298596 38.57536386, 100.4229596 38.57532033, 100.42289691 38.57530083, 100.42288546 38.57527428, 100.42286074 38.57525265, 100.42282988 38.57522728))",262
"Polygon ((100.4295946 38.57566607, 100.42952596 38.57564903, 100.42943513 38.57566206, 100.42941314 38.57570106, 100.42942191 38.57576053, 100.42948029 38.5758343, 100.42950691 38.57583695, 100.42960491 38.57580298, 100.4296607 38.5757457, 100.42963343 38.57571028, 100.4295946 38.57566607))",263
"Polygon ((100.41347782 38.57563091, 100.41341545 38.57555224, 100.41346094 38.57575148, 100.41348325 38.57584918, 100.41355299 38.57590029, 100.41356209 38.57592118, 100.41358605 38.57597616, 100.41363656 38.5760747, 100.41367799 38.57608182, 100.4138802 38.57586584, 100.41393609 38.57581228, 100.41389035 38.57579753, 100.41376053 38.5757419, 100.41374856 38.57574019, 100.41374716 38.57573998, 100.4137445 38.57573961, 100.41362535 38.57572256, 100.41358779 38.57571207, 100.41354354 38.57569971, 100.41347782 38.57563091))",264
"Polygon ((100.42977932 38.57579489, 100.4297332 38.57576567, 100.42963574 38.57582644, 100.42965571 38.57587684, 100.42968695 38.57592114, 100.42975892 38.57591431, 100.42980789 38.57589583, 100.42984506 38.57585665, 100.42982912 38.57581812, 100.42977932 38.57579489))",265
